age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,duration,y
35,services,single,primary,no,216.0,yes,no,unknown,1,-1,0,unknown,192.0,no
33,blue-collar,married,secondary,no,1584.0,yes,yes,unknown,6,365,0,unknown,332.0,no
58,entrepreneur,married,secondary,no,5466.0,yes,yes,cellular,2,-1,1,unknown,181.0,no
63,admin.,single,primary,no,-500.0,no,yes,telephone,3,-1,0,unknown,338.0,no
63,technician,married,secondary,no,1438.0,yes,no,unknown,5,-1,1,failure,298.0,no
76,housemaid,married,tertiary,yes,2294.0,yes,yes,cellular,3,-1,2,unknown,238.0,no
65,blue-collar,married,primary,no,3366.0,yes,no,cellular,6,-1,1,unknown,313.0,no
37,admin.,single,tertiary,no,1402.0,yes,no,cellular,9,-1,1,failure,159.0,yes
24,services,single,tertiary,no,3516.0,no,yes,cellular,2,120,1,other,424.0,yes
56,technician,married,tertiary,no,652.0,yes,no,cellular,3,-1,0,unknown,55.0,no
74,admin.,married,primary,no,2378.0,yes,no,unknown,1,-1,0,failure,183.0,no
78,blue-collar,divorced,tertiary,no,2145.0,no,no,telephone,3,-1,0,success,114.0,no
32,blue-collar,married,secondary,no,1236.0,yes,no,cellular,3,-1,0,failure,319.0,no
32,self-employed,married,secondary,no,1982.0,no,no,telephone,3,120,1,unknown,413.0,yes
20,technician,married,secondary,no,-174.0,yes,no,cellular,5,-1,0,unknown,481.0,no
26,management,married,primary,no,862.0,yes,no,unknown,3,120,2,unknown,211.0,no
52,blue-collar,married,tertiary,no,-500.0,yes,no,telephone,4,-1,1,unknown,282.0,no
51,student,single,tertiary,no,605.0,yes,no,cellular,4,30,0,success,293.0,no
40,services,single,secondary,no,3449.0,yes,no,cellular,5,120,2,unknown,48.0,no
37,blue-collar,married,tertiary,no,2157.0,no,no,cellular,3,120,0,unknown,145.0,no
69,blue-collar,married,secondary,yes,1954.0,yes,no,unknown,2,-1,0,unknown,224.0,no
46,blue-collar,married,tertiary,no,-500.0,no,no,telephone,4,-1,0,unknown,114.0,no
68,student,married,tertiary,yes,1976.0,yes,no,cellular,6,-1,2,failure,210.0,no
77,services,single,primary,no,1287.0,no,no,cellular,3,90,0,unknown,266.0,no
37,services,married,tertiary,no,2367.0,yes,no,unknown,1,-1,0,success,391.0,no
30,technician,divorced,tertiary,no,3890.0,no,no,cellular,2,-1,1,failure,74.0,no
77,blue-collar,married,secondary,no,664.0,yes,no,unknown,4,30,0,unknown,165.0,no
57,blue-collar,married,tertiary,no,832.0,yes,yes,telephone,2,-1,1,unknown,201.0,no
36,admin.,divorced,secondary,no,3053.0,yes,no,unknown,2,-1,0,success,106.0,no
56,technician,married,primary,no,314.0,no,no,cellular,3,-1,0,unknown,26.0,no
49,retired,married,secondary,no,1557.0,yes,no,telephone,5,30,1,failure,13.0,no
74,blue-collar,married,secondary,no,-500.0,yes,no,unknown,6,-1,1,unknown,234.0,no
33,admin.,divorced,primary,no,845.0,yes,no,cellular,8,-1,0,other,231.0,no
79,services,married,secondary,no,3749.0,yes,no,telephone,5,-1,0,failure,53.0,no
76,student,married,tertiary,no,2004.0,yes,no,cellular,4,-1,1,unknown,399.0,no
29,services,married,secondary,no,3019.0,no,no,cellular,6,-1,1,unknown,65.0,no
28,blue-collar,married,tertiary,no,3121.0,yes,yes,telephone,4,-1,0,unknown,557.0,no
51,technician,married,secondary,no,3829.0,yes,no,unknown,3,-1,0,success,167.0,no
20,student,married,primary,no,775.0,no,yes,unknown,2,-1,1,unknown,321.0,no
36,services,divorced,tertiary,no,3096.0,yes,no,unknown,3,-1,3,failure,253.0,no
44,services,single,secondary,no,5446.0,yes,no,telephone,3,-1,0,unknown,243.0,no
78,technician,married,secondary,no,1353.0,no,no,cellular,3,-1,0,unknown,1000.0,yes
79,technician,married,tertiary,no,-500.0,yes,no,telephone,2,-1,0,unknown,124.0,no
27,self-employed,married,secondary,no,329.0,no,no,telephone,5,-1,0,unknown,298.0,no
73,housemaid,married,secondary,no,2243.0,no,no,unknown,3,60,0,unknown,273.0,no
23,blue-collar,single,secondary,no,-500.0,no,no,cellular,2,-1,0,unknown,41.0,no
64,technician,married,primary,no,28.0,yes,no,telephone,4,-1,0,unknown,112.0,no
70,services,single,tertiary,no,806.0,no,no,cellular,4,-1,1,unknown,147.0,no
73,admin.,married,secondary,no,1598.0,no,no,cellular,6,-1,0,failure,117.0,no
31,blue-collar,single,secondary,no,4634.0,no,no,unknown,2,180,2,unknown,22.0,no
73,technician,divorced,secondary,no,2638.0,yes,no,cellular,1,-1,1,failure,88.0,no
25,technician,single,secondary,no,-500.0,no,no,cellular,5,-1,1,unknown,516.0,no
50,technician,divorced,secondary,no,8362.0,no,no,cellular,5,180,1,unknown,152.0,no
47,management,single,tertiary,no,1370.0,yes,no,cellular,2,60,0,unknown,245.0,no
37,technician,married,tertiary,no,-500.0,yes,no,cellular,3,-1,1,other,924.0,no
19,technician,married,secondary,no,-469.0,yes,yes,cellular,2,-1,0,unknown,111.0,no
65,blue-collar,married,tertiary,yes,-458.0,yes,no,telephone,2,-1,0,success,246.0,no
38,blue-collar,single,tertiary,no,-500.0,yes,no,cellular,5,180,0,other,171.0,no
59,unemployed,married,primary,no,2323.0,yes,no,cellular,1,-1,0,failure,147.0,no
43,admin.,divorced,primary,no,-500.0,yes,yes,cellular,6,30,1,success,535.0,yes
41,self-employed,married,secondary,no,3168.0,yes,no,cellular,6,90,1,unknown,191.0,no
72,services,single,primary,no,2866.0,no,no,cellular,6,-1,0,unknown,314.0,no
23,services,married,secondary,no,578.0,yes,yes,cellular,3,-1,0,unknown,63.0,no
63,blue-collar,divorced,secondary,no,3048.0,yes,no,unknown,5,-1,0,unknown,289.0,no
64,services,married,tertiary,no,-500.0,yes,no,telephone,2,-1,2,other,152.0,no
41,blue-collar,married,secondary,no,-116.0,no,no,unknown,3,-1,0,unknown,380.0,no
34,technician,single,secondary,no,2389.0,no,no,telephone,3,365,2,success,148.0,no
18,blue-collar,married,tertiary,no,1023.0,yes,no,cellular,3,180,1,unknown,398.0,no
76,services,married,secondary,no,275.0,no,no,cellular,5,-1,0,unknown,334.0,no
76,technician,divorced,primary,no,1196.0,yes,no,telephone,3,-1,0,other,535.0,no
32,blue-collar,single,primary,no,3774.0,no,yes,cellular,5,-1,0,unknown,298.0,no
19,blue-collar,married,secondary,no,3704.0,no,no,unknown,5,-1,1,unknown,249.0,yes
25,student,married,secondary,no,2167.0,no,no,cellular,6,365,1,unknown,64.0,no
22,admin.,married,secondary,no,760.0,yes,no,cellular,4,-1,0,unknown,181.0,no
69,blue-collar,married,tertiary,no,2339.0,no,yes,cellular,5,-1,0,other,114.0,no
73,management,single,tertiary,no,-152.0,no,yes,cellular,2,-1,0,unknown,150.0,no
27,technician,married,tertiary,no,3504.0,yes,no,cellular,1,-1,3,other,556.0,no
64,retired,married,tertiary,no,3111.0,yes,no,cellular,4,-1,0,unknown,107.0,no
29,entrepreneur,married,secondary,no,4877.0,yes,no,telephone,2,60,0,unknown,343.0,no
40,unemployed,single,primary,no,-44.0,yes,no,cellular,2,-1,0,unknown,35.0,no
55,management,married,secondary,no,-267.0,no,no,cellular,8,-1,1,unknown,86.0,no
62,management,married,secondary,no,2392.0,yes,no,cellular,4,-1,0,unknown,92.0,no
72,housemaid,divorced,secondary,no,907.0,no,no,unknown,2,-1,1,unknown,59.0,no
20,blue-collar,single,secondary,no,3199.0,no,yes,cellular,4,120,0,unknown,205.0,no
30,blue-collar,married,secondary,no,3772.0,yes,no,cellular,4,-1,0,failure,236.0,no
35,services,divorced,secondary,no,4465.0,no,no,cellular,2,30,1,failure,108.0,no
37,admin.,married,secondary,no,1505.0,yes,no,unknown,3,-1,1,unknown,298.0,no
79,services,married,secondary,no,2985.0,no,no,cellular,4,365,0,unknown,198.0,no
66,blue-collar,married,tertiary,no,469.0,no,yes,telephone,3,365,1,unknown,139.0,no
37,entrepreneur,married,secondary,no,1791.0,yes,no,cellular,2,-1,2,unknown,90.0,no
78,blue-collar,single,tertiary,no,1304.0,yes,no,unknown,5,-1,0,unknown,72.0,no
48,retired,married,secondary,no,1208.0,yes,no,cellular,3,30,0,unknown,161.0,yes
49,services,divorced,secondary,no,4683.0,no,no,unknown,5,-1,1,failure,284.0,no
44,blue-collar,married,tertiary,no,-500.0,no,no,cellular,3,-1,1,unknown,143.0,no
26,blue-collar,married,tertiary,no,1391.0,yes,no,telephone,4,-1,0,unknown,375.0,no
75,blue-collar,married,tertiary,no,1497.0,no,no,cellular,2,60,1,unknown,74.0,no
18,technician,married,tertiary,no,2558.0,no,no,cellular,5,-1,1,success,74.0,no
28,blue-collar,divorced,secondary,no,-500.0,yes,no,cellular,6,-1,0,failure,404.0,no
32,student,single,tertiary,no,862.0,no,no,cellular,2,-1,1,failure,101.0,no
35,blue-collar,single,tertiary,no,328.0,yes,no,cellular,3,-1,0,unknown,71.0,no
26,blue-collar,single,tertiary,no,-500.0,yes,no,cellular,2,90,0,other,470.0,no
19,services,married,tertiary,no,3492.0,yes,yes,cellular,2,90,0,unknown,171.0,no
60,management,married,tertiary,no,-500.0,no,no,cellular,2,-1,1,unknown,158.0,no
78,admin.,married,secondary,no,-500.0,yes,no,cellular,3,-1,0,unknown,43.0,no
25,technician,single,secondary,no,3106.0,yes,no,unknown,5,-1,0,success,271.0,no
36,blue-collar,married,secondary,yes,797.0,yes,no,cellular,3,60,0,unknown,433.0,no
49,blue-collar,married,secondary,no,859.0,no,no,unknown,3,-1,2,unknown,81.0,no
75,entrepreneur,single,secondary,no,894.0,yes,yes,cellular,3,60,1,unknown,288.0,no
61,management,married,tertiary,no,3334.0,yes,no,telephone,3,-1,0,unknown,200.0,no
65,technician,married,secondary,no,407.0,no,no,telephone,1,-1,0,unknown,109.0,no
54,admin.,married,secondary,no,2471.0,no,no,cellular,5,90,0,unknown,259.0,no
43,technician,married,primary,no,-500.0,no,no,cellular,2,-1,0,unknown,432.0,no
30,services,married,secondary,no,1994.0,no,no,cellular,2,-1,0,other,55.0,no
71,technician,divorced,secondary,no,3025.0,no,no,unknown,3,-1,0,unknown,255.0,no
67,technician,single,secondary,no,3929.0,no,yes,unknown,3,30,1,unknown,26.0,no
19,technician,married,primary,no,-500.0,yes,no,cellular,2,-1,1,unknown,711.0,no
62,self-employed,single,secondary,no,866.0,yes,no,cellular,1,-1,0,unknown,137.0,no
23,blue-collar,single,secondary,no,4277.0,no,no,cellular,5,-1,2,success,315.0,no
63,management,single,secondary,no,3059.0,no,no,cellular,3,120,1,unknown,221.0,no
69,services,divorced,secondary,no,1042.0,no,no,cellular,3,-1,0,other,200.0,no
26,management,single,tertiary,no,1407.0,no,no,cellular,2,-1,1,unknown,154.0,yes
44,services,married,tertiary,no,1935.0,yes,no,unknown,5,-1,1,unknown,160.0,no
25,admin.,married,tertiary,no,729.0,no,no,cellular,5,-1,0,unknown,139.0,no
53,technician,married,primary,no,2385.0,no,no,cellular,4,-1,1,unknown,117.0,no
75,blue-collar,married,secondary,no,2283.0,no,no,cellular,2,-1,1,unknown,208.0,no
23,technician,divorced,primary,no,-500.0,yes,yes,cellular,1,-1,0,unknown,49.0,no
42,blue-collar,single,secondary,no,518.0,yes,no,cellular,1,-1,0,unknown,79.0,no
78,blue-collar,married,primary,no,583.0,yes,no,cellular,5,-1,1,success,542.0,no
36,technician,divorced,secondary,no,940.0,no,no,cellular,3,90,0,unknown,73.0,no
26,technician,single,secondary,no,1886.0,yes,no,cellular,4,-1,0,unknown,91.0,no
48,services,married,secondary,no,1725.0,yes,no,telephone,3,365,0,success,136.0,no
49,technician,divorced,secondary,no,104.0,no,no,cellular,6,-1,0,unknown,81.0,no
59,blue-collar,married,secondary,no,3812.0,yes,no,cellular,2,-1,0,other,49.0,no
37,technician,married,tertiary,no,1409.0,no,no,cellular,3,-1,1,unknown,147.0,no
77,blue-collar,married,secondary,no,4035.0,no,no,cellular,5,-1,2,unknown,179.0,no
50,retired,divorced,secondary,no,3992.0,yes,no,cellular,3,-1,0,unknown,183.0,no
35,management,married,secondary,no,-500.0,no,no,unknown,2,-1,2,unknown,414.0,no
77,admin.,married,primary,no,517.0,yes,no,cellular,2,30,0,unknown,177.0,no
75,retired,single,primary,no,649.0,yes,no,unknown,2,120,1,other,369.0,no
48,student,divorced,secondary,no,1964.0,no,no,unknown,5,90,1,unknown,86.0,no
19,blue-collar,married,secondary,no,2708.0,yes,no,telephone,1,90,1,failure,45.0,no
55,technician,married,primary,no,1664.0,no,no,cellular,3,-1,0,unknown,106.0,no
52,retired,divorced,secondary,no,408.0,yes,no,telephone,2,-1,1,unknown,297.0,no
27,blue-collar,single,tertiary,no,4373.0,no,yes,cellular,2,-1,1,unknown,551.0,no
57,services,married,primary,no,611.0,yes,no,cellular,3,-1,0,success,253.0,no
70,blue-collar,married,secondary,no,2735.0,no,no,cellular,5,180,0,unknown,124.0,no
24,admin.,married,tertiary,no,1333.0,yes,no,cellular,7,-1,1,other,360.0,no
62,services,single,secondary,no,1283.0,yes,yes,cellular,3,120,0,unknown,182.0,no
26,admin.,married,tertiary,no,2613.0,no,no,cellular,3,-1,1,unknown,268.0,no
64,admin.,single,secondary,no,4177.0,yes,no,unknown,2,-1,0,unknown,440.0,no
43,services,married,tertiary,no,1949.0,yes,yes,telephone,4,-1,1,unknown,77.0,no
18,admin.,single,primary,no,520.0,yes,no,cellular,8,-1,0,success,794.0,yes
77,technician,married,secondary,no,4064.0,yes,no,unknown,8,30,1,other,188.0,no
28,technician,divorced,tertiary,no,2289.0,no,yes,unknown,3,120,1,unknown,405.0,no
54,blue-collar,married,secondary,no,1707.0,no,yes,cellular,4,-1,0,unknown,293.0,yes
29,retired,married,secondary,no,3250.0,no,no,unknown,3,-1,1,unknown,143.0,no
75,admin.,married,tertiary,no,1980.0,no,no,telephone,2,-1,1,unknown,96.0,no
63,services,married,tertiary,no,5823.0,no,no,cellular,3,-1,2,unknown,64.0,no
67,admin.,married,secondary,no,1403.0,no,no,cellular,4,-1,0,success,90.0,no
44,technician,single,primary,no,3469.0,yes,no,telephone,3,180,0,unknown,70.0,no
46,blue-collar,divorced,secondary,no,2196.0,no,no,unknown,5,-1,1,unknown,21.0,no
57,services,married,tertiary,no,2190.0,no,yes,cellular,3,-1,0,success,147.0,no
66,blue-collar,married,secondary,no,748.0,yes,no,unknown,7,-1,1,unknown,119.0,no
70,blue-collar,married,secondary,no,757.0,no,no,cellular,3,-1,1,unknown,111.0,no
19,management,single,primary,no,2294.0,yes,no,cellular,3,-1,0,unknown,269.0,no
59,retired,married,primary,no,-163.0,yes,no,cellular,1,-1,0,failure,74.0,no
24,unemployed,married,secondary,no,364.0,no,no,cellular,3,-1,0,unknown,242.0,no
35,admin.,married,secondary,no,1428.0,no,no,cellular,1,-1,0,failure,505.0,no
69,admin.,married,primary,yes,3633.0,yes,no,cellular,3,90,0,unknown,171.0,no
33,blue-collar,married,primary,no,1545.0,yes,no,cellular,4,-1,1,failure,273.0,no
67,blue-collar,married,primary,no,1516.0,yes,no,cellular,4,30,2,failure,51.0,no
46,technician,married,primary,no,-500.0,yes,no,telephone,6,60,1,unknown,219.0,yes
32,technician,single,secondary,no,4452.0,yes,no,cellular,3,-1,0,unknown,82.0,no
38,technician,married,tertiary,no,3393.0,no,yes,cellular,4,-1,0,other,29.0,no
50,blue-collar,single,primary,yes,3595.0,no,no,cellular,4,-1,0,unknown,126.0,no
65,housemaid,married,secondary,no,-500.0,yes,no,telephone,2,30,0,other,109.0,no
55,services,divorced,secondary,no,2033.0,no,no,unknown,1,60,1,other,456.0,no
75,blue-collar,single,tertiary,no,-289.0,yes,no,telephone,5,-1,2,success,468.0,yes
71,services,married,secondary,no,2789.0,yes,yes,cellular,7,180,0,unknown,228.0,no
64,blue-collar,divorced,tertiary,no,1979.0,yes,yes,cellular,2,120,0,success,193.0,no
55,blue-collar,married,secondary,no,2334.0,no,yes,unknown,2,60,0,unknown,152.0,no
35,technician,married,primary,no,110.0,yes,no,cellular,3,120,1,unknown,142.0,no
43,blue-collar,single,primary,no,-472.0,yes,no,cellular,5,-1,1,failure,102.0,no
25,technician,single,primary,no,247.0,no,no,telephone,9,-1,0,other,204.0,no
41,blue-collar,married,tertiary,no,1954.0,yes,no,cellular,4,-1,0,other,129.0,no
75,admin.,married,secondary,no,964.0,no,no,cellular,6,365,0,success,191.0,no
44,blue-collar,married,tertiary,no,1856.0,yes,no,telephone,1,-1,0,unknown,193.0,no
25,blue-collar,married,tertiary,no,-443.0,no,yes,cellular,6,180,0,other,196.0,no
58,management,divorced,tertiary,yes,1388.0,yes,no,cellular,1,-1,1,unknown,70.0,no
77,admin.,married,secondary,no,3911.0,yes,no,telephone,2,90,0,unknown,59.0,no
71,self-employed,divorced,tertiary,no,1998.0,no,no,cellular,2,-1,1,success,139.0,no
34,technician,married,secondary,no,2111.0,yes,yes,cellular,2,-1,2,success,110.0,no
46,blue-collar,single,primary,no,2125.0,yes,no,cellular,3,-1,1,unknown,145.0,no
50,blue-collar,divorced,secondary,no,479.0,no,no,cellular,2,30,0,failure,228.0,no
33,entrepreneur,single,tertiary,no,4337.0,no,yes,unknown,4,-1,0,unknown,219.0,no
34,technician,married,tertiary,no,2043.0,yes,no,cellular,7,-1,0,unknown,170.0,no
32,self-employed,married,secondary,no,1719.0,no,no,unknown,4,30,0,unknown,21.0,no
79,admin.,married,tertiary,no,2637.0,no,no,unknown,3,-1,1,unknown,31.0,no
64,retired,single,secondary,no,3093.0,no,no,unknown,4,90,1,failure,124.0,no
70,management,divorced,tertiary,no,-500.0,no,yes,cellular,2,-1,0,unknown,67.0,no
68,blue-collar,married,secondary,no,1501.0,yes,no,cellular,2,-1,0,unknown,16.0,no
77,admin.,married,secondary,no,5423.0,no,no,cellular,3,-1,0,unknown,151.0,no
24,unemployed,married,secondary,no,4380.0,no,no,cellular,3,120,1,unknown,58.0,no
72,blue-collar,married,tertiary,no,1208.0,yes,yes,cellular,3,-1,0,unknown,226.0,no
22,blue-collar,married,tertiary,no,2710.0,no,no,unknown,2,-1,1,success,725.0,yes
47,blue-collar,married,secondary,yes,812.0,no,no,cellular,2,90,0,unknown,122.0,no
54,retired,single,secondary,no,2037.0,yes,no,unknown,4,30,3,unknown,126.0,no
40,management,married,primary,no,575.0,yes,no,cellular,5,-1,0,unknown,382.0,no
27,blue-collar,single,tertiary,no,544.0,yes,no,cellular,5,-1,2,unknown,128.0,no
29,management,married,secondary,no,335.0,no,no,cellular,4,120,0,unknown,312.0,no
69,services,married,secondary,no,4428.0,yes,no,unknown,4,30,0,failure,335.0,no
37,blue-collar,single,primary,no,535.0,yes,no,cellular,5,-1,0,unknown,181.0,no
37,technician,single,primary,no,3455.0,yes,no,unknown,2,30,1,unknown,80.0,no
75,blue-collar,married,tertiary,no,623.0,no,no,unknown,8,-1,2,unknown,376.0,no
26,blue-collar,single,secondary,no,417.0,no,no,cellular,1,60,0,unknown,94.0,no
74,technician,married,secondary,no,2101.0,yes,no,cellular,3,-1,1,other,318.0,yes
75,technician,married,secondary,no,-500.0,yes,no,cellular,8,-1,0,unknown,88.0,no
55,blue-collar,divorced,secondary,no,2596.0,no,no,unknown,3,-1,0,unknown,145.0,no
28,technician,divorced,primary,no,1155.0,yes,no,unknown,2,-1,1,other,169.0,no
27,retired,married,primary,no,409.0,no,no,cellular,3,120,2,unknown,30.0,no
35,blue-collar,divorced,tertiary,no,22.0,yes,no,telephone,4,365,2,unknown,378.0,no
53,technician,single,secondary,no,4948.0,no,no,unknown,4,-1,0,unknown,79.0,no
27,student,married,secondary,no,1338.0,no,no,cellular,7,-1,2,failure,137.0,no
46,blue-collar,married,secondary,no,1262.0,yes,no,cellular,5,-1,1,unknown,604.0,no
25,self-employed,married,secondary,no,2971.0,no,yes,cellular,6,-1,0,success,135.0,no
51,entrepreneur,married,secondary,no,-115.0,no,no,cellular,4,-1,0,unknown,296.0,no
19,admin.,divorced,tertiary,no,3442.0,no,no,cellular,5,60,0,unknown,327.0,no
61,technician,married,secondary,no,1336.0,yes,no,unknown,3,-1,0,unknown,150.0,no
21,retired,married,tertiary,no,-500.0,yes,no,cellular,1,-1,0,failure,158.0,no
30,self-employed,married,secondary,no,445.0,yes,yes,unknown,3,-1,1,unknown,167.0,no
28,self-employed,married,secondary,no,-500.0,yes,no,unknown,3,-1,0,unknown,267.0,no
69,retired,single,primary,no,1546.0,yes,no,cellular,4,-1,1,unknown,285.0,no
21,blue-collar,married,tertiary,no,-28.0,yes,no,unknown,3,30,0,unknown,202.0,no
44,technician,married,secondary,no,-227.0,no,no,telephone,3,180,0,unknown,118.0,no
54,self-employed,married,tertiary,no,1926.0,no,yes,cellular,5,-1,0,unknown,190.0,no
49,services,single,primary,no,1479.0,yes,no,cellular,5,-1,1,unknown,203.0,no
60,management,single,secondary,no,3576.0,yes,no,cellular,4,-1,1,success,278.0,no
67,blue-collar,single,primary,no,3497.0,yes,no,unknown,1,-1,0,unknown,231.0,no
42,admin.,married,secondary,no,1510.0,no,no,unknown,2,30,0,unknown,150.0,no
69,blue-collar,married,secondary,no,2299.0,yes,no,cellular,3,-1,0,unknown,12.0,no
37,blue-collar,single,primary,no,-500.0,no,no,cellular,3,365,1,failure,374.0,yes
79,services,single,secondary,no,2653.0,yes,no,cellular,4,-1,1,failure,109.0,no
49,technician,married,secondary,no,2139.0,yes,no,unknown,3,-1,0,unknown,199.0,no
63,blue-collar,single,tertiary,no,3117.0,no,yes,cellular,2,-1,1,failure,220.0,no
72,blue-collar,married,tertiary,no,849.0,yes,no,cellular,4,-1,0,unknown,244.0,no
67,services,married,primary,no,864.0,no,no,unknown,2,-1,0,other,19.0,no
70,blue-collar,divorced,primary,no,876.0,yes,no,cellular,2,-1,0,other,159.0,no
51,technician,married,secondary,no,3982.0,no,no,cellular,3,-1,0,unknown,137.0,yes
20,blue-collar,divorced,secondary,no,1909.0,yes,no,cellular,3,60,0,unknown,27.0,no
48,admin.,single,secondary,no,-500.0,no,no,cellular,3,90,1,success,69.0,no
